units,year,variable,model,experiment,ensemble,global_value
kg/yr,1877,rh,CESM2,historical,r3i1p1f1,4.46693E+14
kg/yr,1878,rh,CESM2,historical,r3i1p1f1,4.47162E+14
kg/yr,1879,rh,CESM2,historical,r3i1p1f1,4.44772E+14
kg/yr,1880,rh,CESM2,historical,r3i1p1f1,4.55211E+14
kg/yr,1881,rh,CESM2,historical,r3i1p1f1,4.47837E+14
kg/yr,1882,rh,CESM2,historical,r3i1p1f1,4.43349E+14
kg/yr,1883,rh,CESM2,historical,r3i1p1f1,4.45035E+14
kg/yr,1884,rh,CESM2,historical,r3i1p1f1,4.44E+14
kg/yr,1885,rh,CESM2,historical,r3i1p1f1,4.43586E+14
kg/yr,1886,rh,CESM2,historical,r3i1p1f1,4.38157E+14
kg/yr,1887,rh,CESM2,historical,r3i1p1f1,4.41722E+14
kg/yr,1888,rh,CESM2,historical,r3i1p1f1,4.45212E+14
kg/yr,1889,rh,CESM2,historical,r3i1p1f1,4.51849E+14
kg/yr,1890,rh,CESM2,historical,r3i1p1f1,4.40346E+14
kg/yr,1891,rh,CESM2,historical,r3i1p1f1,4.41035E+14
kg/yr,1892,rh,CESM2,historical,r3i1p1f1,4.47906E+14
kg/yr,1893,rh,CESM2,historical,r3i1p1f1,4.484E+14
kg/yr,1894,rh,CESM2,historical,r3i1p1f1,4.42865E+14
kg/yr,1895,rh,CESM2,historical,r3i1p1f1,4.43558E+14
kg/yr,1896,rh,CESM2,historical,r3i1p1f1,4.46286E+14
kg/yr,1897,rh,CESM2,historical,r3i1p1f1,4.48274E+14
kg/yr,1898,rh,CESM2,historical,r3i1p1f1,4.53213E+14
kg/yr,1899,rh,CESM2,historical,r3i1p1f1,4.56529E+14
kg/yr,1900,rh,CESM2,historical,r3i1p1f1,4.52765E+14
kg/yr,1901,rh,CESM2,historical,r3i1p1f1,4.50408E+14
kg/yr,1902,rh,CESM2,historical,r3i1p1f1,4.43987E+14
kg/yr,1903,rh,CESM2,historical,r3i1p1f1,4.55031E+14
kg/yr,1904,rh,CESM2,historical,r3i1p1f1,4.48897E+14
kg/yr,1905,rh,CESM2,historical,r3i1p1f1,4.49665E+14
kg/yr,1906,rh,CESM2,historical,r3i1p1f1,4.48088E+14
kg/yr,1907,rh,CESM2,historical,r3i1p1f1,4.45043E+14
kg/yr,1908,rh,CESM2,historical,r3i1p1f1,4.54934E+14
kg/yr,1909,rh,CESM2,historical,r3i1p1f1,4.43576E+14
kg/yr,1910,rh,CESM2,historical,r3i1p1f1,4.5416E+14
kg/yr,1911,rh,CESM2,historical,r3i1p1f1,4.49562E+14
kg/yr,1912,rh,CESM2,historical,r3i1p1f1,4.49035E+14
kg/yr,1913,rh,CESM2,historical,r3i1p1f1,4.41364E+14
kg/yr,1914,rh,CESM2,historical,r3i1p1f1,4.57397E+14
kg/yr,1915,rh,CESM2,historical,r3i1p1f1,4.48084E+14
kg/yr,1916,rh,CESM2,historical,r3i1p1f1,4.49372E+14
kg/yr,1917,rh,CESM2,historical,r3i1p1f1,4.49719E+14
kg/yr,1918,rh,CESM2,historical,r3i1p1f1,4.484E+14
kg/yr,1919,rh,CESM2,historical,r3i1p1f1,4.47301E+14
kg/yr,1920,rh,CESM2,historical,r3i1p1f1,4.64128E+14
kg/yr,1921,rh,CESM2,historical,r3i1p1f1,4.54914E+14
kg/yr,1922,rh,CESM2,historical,r3i1p1f1,4.50453E+14
kg/yr,1923,rh,CESM2,historical,r3i1p1f1,4.49653E+14
kg/yr,1924,rh,CESM2,historical,r3i1p1f1,4.43638E+14
kg/yr,1925,rh,CESM2,historical,r3i1p1f1,4.53078E+14
kg/yr,1926,rh,CESM2,historical,r3i1p1f1,4.55284E+14
kg/yr,1927,rh,CESM2,historical,r3i1p1f1,4.45536E+14
kg/yr,1928,rh,CESM2,historical,r3i1p1f1,4.52543E+14
kg/yr,1929,rh,CESM2,historical,r3i1p1f1,4.47762E+14
kg/yr,1930,rh,CESM2,historical,r3i1p1f1,4.46043E+14
kg/yr,1931,rh,CESM2,historical,r3i1p1f1,4.5969E+14
kg/yr,1932,rh,CESM2,historical,r3i1p1f1,4.52153E+14
kg/yr,1933,rh,CESM2,historical,r3i1p1f1,4.49542E+14
kg/yr,1934,rh,CESM2,historical,r3i1p1f1,4.56677E+14
kg/yr,1935,rh,CESM2,historical,r3i1p1f1,4.46932E+14
kg/yr,1936,rh,CESM2,historical,r3i1p1f1,4.41341E+14
kg/yr,1937,rh,CESM2,historical,r3i1p1f1,4.45292E+14
kg/yr,1938,rh,CESM2,historical,r3i1p1f1,4.59615E+14
kg/yr,1939,rh,CESM2,historical,r3i1p1f1,4.57523E+14
kg/yr,1940,rh,CESM2,historical,r3i1p1f1,4.91279E+14
kg/yr,1941,rh,CESM2,historical,r3i1p1f1,4.46215E+14
kg/yr,1942,rh,CESM2,historical,r3i1p1f1,4.54329E+14
kg/yr,1943,rh,CESM2,historical,r3i1p1f1,4.48284E+14
kg/yr,1944,rh,CESM2,historical,r3i1p1f1,4.50475E+14
kg/yr,1945,rh,CESM2,historical,r3i1p1f1,4.5176E+14
kg/yr,1946,rh,CESM2,historical,r3i1p1f1,4.51863E+14
kg/yr,1947,rh,CESM2,historical,r3i1p1f1,4.54608E+14
kg/yr,1948,rh,CESM2,historical,r3i1p1f1,4.48236E+14
kg/yr,1949,rh,CESM2,historical,r3i1p1f1,4.43811E+14
kg/yr,1950,rh,CESM2,historical,r3i1p1f1,4.47471E+14
kg/yr,1951,rh,CESM2,historical,r3i1p1f1,4.52079E+14
kg/yr,1952,rh,CESM2,historical,r3i1p1f1,4.56507E+14
kg/yr,1953,rh,CESM2,historical,r3i1p1f1,4.45768E+14
kg/yr,1954,rh,CESM2,historical,r3i1p1f1,4.58171E+14
kg/yr,1955,rh,CESM2,historical,r3i1p1f1,4.40239E+14
kg/yr,1956,rh,CESM2,historical,r3i1p1f1,4.55066E+14
kg/yr,1957,rh,CESM2,historical,r3i1p1f1,4.4973E+14
kg/yr,1958,rh,CESM2,historical,r3i1p1f1,4.50343E+14
kg/yr,1959,rh,CESM2,historical,r3i1p1f1,4.53262E+14
kg/yr,1960,rh,CESM2,historical,r3i1p1f1,4.56637E+14
kg/yr,1961,rh,CESM2,historical,r3i1p1f1,4.52809E+14
kg/yr,1962,rh,CESM2,historical,r3i1p1f1,4.52547E+14
kg/yr,1963,rh,CESM2,historical,r3i1p1f1,4.51102E+14
kg/yr,1964,rh,CESM2,historical,r3i1p1f1,4.47007E+14
kg/yr,1965,rh,CESM2,historical,r3i1p1f1,4.50446E+14
kg/yr,1966,rh,CESM2,historical,r3i1p1f1,4.49916E+14
kg/yr,1967,rh,CESM2,historical,r3i1p1f1,4.54009E+14
kg/yr,1968,rh,CESM2,historical,r3i1p1f1,4.54581E+14
kg/yr,1969,rh,CESM2,historical,r3i1p1f1,4.58259E+14
kg/yr,1970,rh,CESM2,historical,r3i1p1f1,4.57859E+14
kg/yr,1971,rh,CESM2,historical,r3i1p1f1,4.65762E+14
kg/yr,1972,rh,CESM2,historical,r3i1p1f1,4.49508E+14
kg/yr,1973,rh,CESM2,historical,r3i1p1f1,4.63607E+14
kg/yr,1974,rh,CESM2,historical,r3i1p1f1,4.57097E+14
kg/yr,1975,rh,CESM2,historical,r3i1p1f1,4.56158E+14
kg/yr,1976,rh,CESM2,historical,r3i1p1f1,4.66047E+14
kg/yr,1977,rh,CESM2,historical,r3i1p1f1,4.61363E+14
kg/yr,1978,rh,CESM2,historical,r3i1p1f1,4.56712E+14
kg/yr,1979,rh,CESM2,historical,r3i1p1f1,4.78139E+14
kg/yr,1980,rh,CESM2,historical,r3i1p1f1,4.69212E+14
kg/yr,1981,rh,CESM2,historical,r3i1p1f1,4.58081E+14
kg/yr,1982,rh,CESM2,historical,r3i1p1f1,4.64215E+14
kg/yr,1983,rh,CESM2,historical,r3i1p1f1,4.70416E+14
kg/yr,1984,rh,CESM2,historical,r3i1p1f1,4.76602E+14
kg/yr,1985,rh,CESM2,historical,r3i1p1f1,4.80208E+14
kg/yr,1986,rh,CESM2,historical,r3i1p1f1,4.71023E+14
kg/yr,1987,rh,CESM2,historical,r3i1p1f1,4.751E+14
kg/yr,1988,rh,CESM2,historical,r3i1p1f1,4.78981E+14
kg/yr,1989,rh,CESM2,historical,r3i1p1f1,4.83925E+14
kg/yr,1990,rh,CESM2,historical,r3i1p1f1,4.77198E+14
kg/yr,1991,rh,CESM2,historical,r3i1p1f1,4.76325E+14
kg/yr,1992,rh,CESM2,historical,r3i1p1f1,4.81821E+14
kg/yr,1993,rh,CESM2,historical,r3i1p1f1,4.82447E+14
kg/yr,1994,rh,CESM2,historical,r3i1p1f1,4.79802E+14
kg/yr,1995,rh,CESM2,historical,r3i1p1f1,4.73885E+14
kg/yr,1996,rh,CESM2,historical,r3i1p1f1,4.89158E+14
kg/yr,1997,rh,CESM2,historical,r3i1p1f1,4.84408E+14
kg/yr,1998,rh,CESM2,historical,r3i1p1f1,4.93004E+14
kg/yr,1999,rh,CESM2,historical,r3i1p1f1,4.96337E+14
kg/yr,2000,rh,CESM2,historical,r3i1p1f1,4.9088E+14
kg/yr,2001,rh,CESM2,historical,r3i1p1f1,4.82119E+14
kg/yr,2002,rh,CESM2,historical,r3i1p1f1,4.88027E+14
kg/yr,2003,rh,CESM2,historical,r3i1p1f1,4.97682E+14
kg/yr,2004,rh,CESM2,historical,r3i1p1f1,5.0274E+14
kg/yr,2005,rh,CESM2,historical,r3i1p1f1,5.02232E+14
kg/yr,2006,rh,CESM2,historical,r3i1p1f1,5.02939E+14
kg/yr,2007,rh,CESM2,historical,r3i1p1f1,5.05622E+14
kg/yr,2008,rh,CESM2,historical,r3i1p1f1,4.93588E+14
kg/yr,2009,rh,CESM2,historical,r3i1p1f1,5.01259E+14
kg/yr,2010,rh,CESM2,historical,r3i1p1f1,5.13162E+14
kg/yr,2011,rh,CESM2,historical,r3i1p1f1,5.12673E+14
kg/yr,2012,rh,CESM2,historical,r3i1p1f1,5.08644E+14
kg/yr,2013,rh,CESM2,historical,r3i1p1f1,3.73277E+14
kg/yr,1848,rh,CESM2,historical,r4i1p1f1,8.68551E+13
kg/yr,1849,rh,CESM2,historical,r4i1p1f1,4.47454E+14
kg/yr,1850,rh,CESM2,historical,r4i1p1f1,4.38984E+14
kg/yr,1851,rh,CESM2,historical,r4i1p1f1,4.46985E+14
kg/yr,1852,rh,CESM2,historical,r4i1p1f1,4.46705E+14
kg/yr,1853,rh,CESM2,historical,r4i1p1f1,4.38792E+14
kg/yr,1854,rh,CESM2,historical,r4i1p1f1,4.37469E+14
kg/yr,1855,rh,CESM2,historical,r4i1p1f1,4.49855E+14
kg/yr,1856,rh,CESM2,historical,r4i1p1f1,4.48986E+14
kg/yr,1857,rh,CESM2,historical,r4i1p1f1,4.47638E+14
kg/yr,1858,rh,CESM2,historical,r4i1p1f1,4.40527E+14
kg/yr,1859,rh,CESM2,historical,r4i1p1f1,4.49907E+14
kg/yr,1860,rh,CESM2,historical,r4i1p1f1,4.428E+14
kg/yr,1861,rh,CESM2,historical,r4i1p1f1,4.355E+14
kg/yr,1862,rh,CESM2,historical,r4i1p1f1,4.40229E+14
kg/yr,1863,rh,CESM2,historical,r4i1p1f1,4.37905E+14
kg/yr,1864,rh,CESM2,historical,r4i1p1f1,4.46857E+14
kg/yr,1865,rh,CESM2,historical,r4i1p1f1,4.45713E+14
kg/yr,1866,rh,CESM2,historical,r4i1p1f1,4.40903E+14
kg/yr,1867,rh,CESM2,historical,r4i1p1f1,4.41384E+14
kg/yr,1868,rh,CESM2,historical,r4i1p1f1,4.53E+14
kg/yr,1869,rh,CESM2,historical,r4i1p1f1,4.46151E+14
kg/yr,1870,rh,CESM2,historical,r4i1p1f1,4.43777E+14
kg/yr,1871,rh,CESM2,historical,r4i1p1f1,4.38096E+14
kg/yr,1872,rh,CESM2,historical,r4i1p1f1,4.48348E+14
kg/yr,1873,rh,CESM2,historical,r4i1p1f1,4.45472E+14
kg/yr,1874,rh,CESM2,historical,r4i1p1f1,4.44617E+14
kg/yr,1875,rh,CESM2,historical,r4i1p1f1,4.49994E+14
kg/yr,1876,rh,CESM2,historical,r4i1p1f1,4.43075E+14
kg/yr,1877,rh,CESM2,historical,r4i1p1f1,4.47752E+14
kg/yr,1878,rh,CESM2,historical,r4i1p1f1,4.45821E+14
kg/yr,1879,rh,CESM2,historical,r4i1p1f1,4.39154E+14
kg/yr,1880,rh,CESM2,historical,r4i1p1f1,4.47417E+14
kg/yr,1881,rh,CESM2,historical,r4i1p1f1,4.389E+14
kg/yr,1882,rh,CESM2,historical,r4i1p1f1,4.41494E+14
kg/yr,1883,rh,CESM2,historical,r4i1p1f1,4.39283E+14
kg/yr,1884,rh,CESM2,historical,r4i1p1f1,4.40519E+14
kg/yr,1885,rh,CESM2,historical,r4i1p1f1,4.40127E+14
kg/yr,1886,rh,CESM2,historical,r4i1p1f1,4.45881E+14
kg/yr,1887,rh,CESM2,historical,r4i1p1f1,4.38275E+14
kg/yr,1888,rh,CESM2,historical,r4i1p1f1,4.52499E+14
kg/yr,1889,rh,CESM2,historical,r4i1p1f1,4.49854E+14
kg/yr,1890,rh,CESM2,historical,r4i1p1f1,4.38605E+14
kg/yr,1891,rh,CESM2,historical,r4i1p1f1,4.47388E+14
kg/yr,1892,rh,CESM2,historical,r4i1p1f1,4.41143E+14
kg/yr,1893,rh,CESM2,historical,r4i1p1f1,4.54917E+14
kg/yr,1894,rh,CESM2,historical,r4i1p1f1,4.48156E+14
kg/yr,1895,rh,CESM2,historical,r4i1p1f1,4.47385E+14
kg/yr,1896,rh,CESM2,historical,r4i1p1f1,4.47336E+14
kg/yr,1897,rh,CESM2,historical,r4i1p1f1,4.38532E+14
kg/yr,1898,rh,CESM2,historical,r4i1p1f1,4.45614E+14
kg/yr,1899,rh,CESM2,historical,r4i1p1f1,4.41147E+14
kg/yr,1900,rh,CESM2,historical,r4i1p1f1,4.47264E+14
kg/yr,1901,rh,CESM2,historical,r4i1p1f1,4.49899E+14
kg/yr,1902,rh,CESM2,historical,r4i1p1f1,4.42962E+14
kg/yr,1903,rh,CESM2,historical,r4i1p1f1,4.4037E+14
kg/yr,1904,rh,CESM2,historical,r4i1p1f1,4.44322E+14
kg/yr,1905,rh,CESM2,historical,r4i1p1f1,4.4549E+14
kg/yr,1906,rh,CESM2,historical,r4i1p1f1,4.47028E+14
kg/yr,1907,rh,CESM2,historical,r4i1p1f1,4.39308E+14
kg/yr,1908,rh,CESM2,historical,r4i1p1f1,4.46209E+14
kg/yr,1909,rh,CESM2,historical,r4i1p1f1,4.474E+14
kg/yr,1910,rh,CESM2,historical,r4i1p1f1,4.40568E+14
kg/yr,1911,rh,CESM2,historical,r4i1p1f1,4.4745E+14
kg/yr,1912,rh,CESM2,historical,r4i1p1f1,4.43728E+14
kg/yr,1913,rh,CESM2,historical,r4i1p1f1,4.46573E+14
kg/yr,1914,rh,CESM2,historical,r4i1p1f1,4.45302E+14
kg/yr,1915,rh,CESM2,historical,r4i1p1f1,4.53035E+14
kg/yr,1916,rh,CESM2,historical,r4i1p1f1,4.52195E+14
kg/yr,1917,rh,CESM2,historical,r4i1p1f1,4.47877E+14
kg/yr,1918,rh,CESM2,historical,r4i1p1f1,4.40551E+14
kg/yr,1919,rh,CESM2,historical,r4i1p1f1,4.46061E+14
kg/yr,1920,rh,CESM2,historical,r4i1p1f1,4.45192E+14
kg/yr,1921,rh,CESM2,historical,r4i1p1f1,4.45698E+14
kg/yr,1922,rh,CESM2,historical,r4i1p1f1,4.51885E+14
kg/yr,1923,rh,CESM2,historical,r4i1p1f1,4.46923E+14
kg/yr,1924,rh,CESM2,historical,r4i1p1f1,4.44381E+14
kg/yr,1925,rh,CESM2,historical,r4i1p1f1,4.44749E+14
kg/yr,1926,rh,CESM2,historical,r4i1p1f1,4.50381E+14
kg/yr,1927,rh,CESM2,historical,r4i1p1f1,4.47149E+14
kg/yr,1928,rh,CESM2,historical,r4i1p1f1,4.50254E+14
kg/yr,1929,rh,CESM2,historical,r4i1p1f1,4.40727E+14
kg/yr,1930,rh,CESM2,historical,r4i1p1f1,4.52695E+14
kg/yr,1931,rh,CESM2,historical,r4i1p1f1,4.4832E+14
kg/yr,1932,rh,CESM2,historical,r4i1p1f1,4.48782E+14
kg/yr,1933,rh,CESM2,historical,r4i1p1f1,4.51272E+14
kg/yr,1934,rh,CESM2,historical,r4i1p1f1,4.44821E+14
kg/yr,1935,rh,CESM2,historical,r4i1p1f1,4.45135E+14
kg/yr,1936,rh,CESM2,historical,r4i1p1f1,4.58466E+14
kg/yr,1937,rh,CESM2,historical,r4i1p1f1,4.51727E+14
kg/yr,1938,rh,CESM2,historical,r4i1p1f1,4.46596E+14
kg/yr,1939,rh,CESM2,historical,r4i1p1f1,4.53792E+14
kg/yr,1940,rh,CESM2,historical,r4i1p1f1,4.87652E+14
kg/yr,1941,rh,CESM2,historical,r4i1p1f1,4.50144E+14
kg/yr,1942,rh,CESM2,historical,r4i1p1f1,4.47755E+14
kg/yr,1943,rh,CESM2,historical,r4i1p1f1,4.55396E+14
kg/yr,1944,rh,CESM2,historical,r4i1p1f1,4.56985E+14
kg/yr,1945,rh,CESM2,historical,r4i1p1f1,4.52198E+14
kg/yr,1946,rh,CESM2,historical,r4i1p1f1,4.51296E+14
kg/yr,1947,rh,CESM2,historical,r4i1p1f1,4.47945E+14
kg/yr,1948,rh,CESM2,historical,r4i1p1f1,4.60233E+14
kg/yr,1949,rh,CESM2,historical,r4i1p1f1,4.47541E+14
kg/yr,1950,rh,CESM2,historical,r4i1p1f1,4.50441E+14
kg/yr,1951,rh,CESM2,historical,r4i1p1f1,4.51401E+14
kg/yr,1952,rh,CESM2,historical,r4i1p1f1,4.48039E+14
kg/yr,1953,rh,CESM2,historical,r4i1p1f1,4.48709E+14
kg/yr,1954,rh,CESM2,historical,r4i1p1f1,4.51574E+14
kg/yr,1955,rh,CESM2,historical,r4i1p1f1,4.47636E+14
kg/yr,1956,rh,CESM2,historical,r4i1p1f1,4.51858E+14
kg/yr,1957,rh,CESM2,historical,r4i1p1f1,4.51514E+14
kg/yr,1958,rh,CESM2,historical,r4i1p1f1,4.53456E+14
kg/yr,1959,rh,CESM2,historical,r4i1p1f1,4.58806E+14
kg/yr,1960,rh,CESM2,historical,r4i1p1f1,4.54762E+14
kg/yr,1961,rh,CESM2,historical,r4i1p1f1,4.5662E+14
kg/yr,1962,rh,CESM2,historical,r4i1p1f1,4.46515E+14
kg/yr,1963,rh,CESM2,historical,r4i1p1f1,4.49121E+14
kg/yr,1964,rh,CESM2,historical,r4i1p1f1,4.57009E+14
kg/yr,1965,rh,CESM2,historical,r4i1p1f1,4.523E+14
kg/yr,1966,rh,CESM2,historical,r4i1p1f1,4.51088E+14
kg/yr,1967,rh,CESM2,historical,r4i1p1f1,4.55614E+14
kg/yr,1968,rh,CESM2,historical,r4i1p1f1,4.54872E+14
kg/yr,1969,rh,CESM2,historical,r4i1p1f1,4.59954E+14
kg/yr,1970,rh,CESM2,historical,r4i1p1f1,4.66093E+14
kg/yr,1971,rh,CESM2,historical,r4i1p1f1,4.58623E+14
kg/yr,1972,rh,CESM2,historical,r4i1p1f1,4.56499E+14
kg/yr,1973,rh,CESM2,historical,r4i1p1f1,4.59634E+14
kg/yr,1974,rh,CESM2,historical,r4i1p1f1,4.56821E+14
kg/yr,1975,rh,CESM2,historical,r4i1p1f1,4.59819E+14
kg/yr,1976,rh,CESM2,historical,r4i1p1f1,4.65099E+14
kg/yr,1977,rh,CESM2,historical,r4i1p1f1,4.63344E+14
kg/yr,1978,rh,CESM2,historical,r4i1p1f1,4.61492E+14
kg/yr,1979,rh,CESM2,historical,r4i1p1f1,4.71467E+14
kg/yr,1980,rh,CESM2,historical,r4i1p1f1,4.68159E+14
kg/yr,1981,rh,CESM2,historical,r4i1p1f1,4.6045E+14
kg/yr,1982,rh,CESM2,historical,r4i1p1f1,4.72021E+14
kg/yr,1983,rh,CESM2,historical,r4i1p1f1,4.73262E+14
kg/yr,1984,rh,CESM2,historical,r4i1p1f1,4.74299E+14
kg/yr,1985,rh,CESM2,historical,r4i1p1f1,4.73618E+14
kg/yr,1986,rh,CESM2,historical,r4i1p1f1,4.6747E+14
kg/yr,1987,rh,CESM2,historical,r4i1p1f1,4.80176E+14
kg/yr,1988,rh,CESM2,historical,r4i1p1f1,4.80049E+14
kg/yr,1989,rh,CESM2,historical,r4i1p1f1,4.69094E+14
kg/yr,1990,rh,CESM2,historical,r4i1p1f1,4.72725E+14
kg/yr,1991,rh,CESM2,historical,r4i1p1f1,4.81531E+14
kg/yr,1992,rh,CESM2,historical,r4i1p1f1,4.80879E+14
kg/yr,1993,rh,CESM2,historical,r4i1p1f1,4.83475E+14
kg/yr,1994,rh,CESM2,historical,r4i1p1f1,4.86887E+14
kg/yr,1995,rh,CESM2,historical,r4i1p1f1,4.81975E+14
kg/yr,1996,rh,CESM2,historical,r4i1p1f1,4.78634E+14
kg/yr,1997,rh,CESM2,historical,r4i1p1f1,4.99807E+14
kg/yr,1998,rh,CESM2,historical,r4i1p1f1,4.94623E+14
kg/yr,1999,rh,CESM2,historical,r4i1p1f1,4.95949E+14
kg/yr,2000,rh,CESM2,historical,r4i1p1f1,4.85653E+14
kg/yr,2001,rh,CESM2,historical,r4i1p1f1,5.06934E+14
kg/yr,2002,rh,CESM2,historical,r4i1p1f1,4.93053E+14
kg/yr,2003,rh,CESM2,historical,r4i1p1f1,5.0049E+14
kg/yr,2004,rh,CESM2,historical,r4i1p1f1,4.94646E+14
kg/yr,2005,rh,CESM2,historical,r4i1p1f1,4.95379E+14
kg/yr,2006,rh,CESM2,historical,r4i1p1f1,5.00886E+14
kg/yr,2007,rh,CESM2,historical,r4i1p1f1,4.96728E+14
kg/yr,2008,rh,CESM2,historical,r4i1p1f1,5.01157E+14
kg/yr,2009,rh,CESM2,historical,r4i1p1f1,5.03948E+14
kg/yr,2010,rh,CESM2,historical,r4i1p1f1,5.01553E+14
kg/yr,2011,rh,CESM2,historical,r4i1p1f1,5.05043E+14
kg/yr,2012,rh,CESM2,historical,r4i1p1f1,5.08676E+14
kg/yr,2013,rh,CESM2,historical,r4i1p1f1,3.60257E+14
kg/yr,1848,rh,CESM2,historical,r5i1p1f1,8.84859E+13
kg/yr,1849,rh,CESM2,historical,r5i1p1f1,4.52385E+14
kg/yr,1850,rh,CESM2,historical,r5i1p1f1,4.40418E+14
kg/yr,1851,rh,CESM2,historical,r5i1p1f1,4.41686E+14
kg/yr,1852,rh,CESM2,historical,r5i1p1f1,4.39669E+14
kg/yr,1853,rh,CESM2,historical,r5i1p1f1,4.46938E+14
kg/yr,1854,rh,CESM2,historical,r5i1p1f1,4.4091E+14
kg/yr,1855,rh,CESM2,historical,r5i1p1f1,4.43342E+14
kg/yr,1856,rh,CESM2,historical,r5i1p1f1,4.49747E+14
kg/yr,1857,rh,CESM2,historical,r5i1p1f1,4.42471E+14
kg/yr,1858,rh,CESM2,historical,r5i1p1f1,4.54273E+14
kg/yr,1859,rh,CESM2,historical,r5i1p1f1,4.49136E+14
kg/yr,1860,rh,CESM2,historical,r5i1p1f1,4.50741E+14
kg/yr,1861,rh,CESM2,historical,r5i1p1f1,4.41031E+14
kg/yr,1862,rh,CESM2,historical,r5i1p1f1,4.48787E+14
kg/yr,1863,rh,CESM2,historical,r5i1p1f1,4.48708E+14
kg/yr,1864,rh,CESM2,historical,r5i1p1f1,4.51304E+14
kg/yr,1865,rh,CESM2,historical,r5i1p1f1,4.5057E+14
kg/yr,1866,rh,CESM2,historical,r5i1p1f1,4.51472E+14
kg/yr,1867,rh,CESM2,historical,r5i1p1f1,4.50551E+14
kg/yr,1868,rh,CESM2,historical,r5i1p1f1,4.51441E+14
kg/yr,1869,rh,CESM2,historical,r5i1p1f1,4.52579E+14
kg/yr,1870,rh,CESM2,historical,r5i1p1f1,4.54469E+14
kg/yr,1871,rh,CESM2,historical,r5i1p1f1,4.44968E+14
kg/yr,1872,rh,CESM2,historical,r5i1p1f1,4.51115E+14
kg/yr,1873,rh,CESM2,historical,r5i1p1f1,4.46255E+14
kg/yr,1874,rh,CESM2,historical,r5i1p1f1,4.40547E+14
kg/yr,1875,rh,CESM2,historical,r5i1p1f1,4.42208E+14
kg/yr,1876,rh,CESM2,historical,r5i1p1f1,4.38523E+14
kg/yr,1877,rh,CESM2,historical,r5i1p1f1,4.43544E+14
kg/yr,1878,rh,CESM2,historical,r5i1p1f1,4.46363E+14
kg/yr,1879,rh,CESM2,historical,r5i1p1f1,4.45055E+14
kg/yr,1880,rh,CESM2,historical,r5i1p1f1,4.47856E+14
kg/yr,1881,rh,CESM2,historical,r5i1p1f1,4.4197E+14
kg/yr,1882,rh,CESM2,historical,r5i1p1f1,4.41569E+14
kg/yr,1883,rh,CESM2,historical,r5i1p1f1,4.42724E+14
kg/yr,1884,rh,CESM2,historical,r5i1p1f1,4.37695E+14
kg/yr,1885,rh,CESM2,historical,r5i1p1f1,4.40774E+14
kg/yr,1886,rh,CESM2,historical,r5i1p1f1,4.44745E+14
kg/yr,1887,rh,CESM2,historical,r5i1p1f1,4.3995E+14
kg/yr,1888,rh,CESM2,historical,r5i1p1f1,4.41564E+14
kg/yr,1889,rh,CESM2,historical,r5i1p1f1,4.37875E+14
kg/yr,1890,rh,CESM2,historical,r5i1p1f1,4.39502E+14
kg/yr,1891,rh,CESM2,historical,r5i1p1f1,4.37842E+14
kg/yr,1892,rh,CESM2,historical,r5i1p1f1,4.39703E+14
kg/yr,1893,rh,CESM2,historical,r5i1p1f1,4.49084E+14
kg/yr,1894,rh,CESM2,historical,r5i1p1f1,4.52371E+14
kg/yr,1895,rh,CESM2,historical,r5i1p1f1,4.49989E+14
kg/yr,1896,rh,CESM2,historical,r5i1p1f1,4.52511E+14
kg/yr,1897,rh,CESM2,historical,r5i1p1f1,4.48957E+14
kg/yr,1898,rh,CESM2,historical,r5i1p1f1,4.45299E+14
kg/yr,1899,rh,CESM2,historical,r5i1p1f1,4.49847E+14
kg/yr,1900,rh,CESM2,historical,r5i1p1f1,4.42152E+14
kg/yr,1901,rh,CESM2,historical,r5i1p1f1,4.48101E+14
kg/yr,1902,rh,CESM2,historical,r5i1p1f1,4.43493E+14
kg/yr,1903,rh,CESM2,historical,r5i1p1f1,4.42682E+14
kg/yr,1904,rh,CESM2,historical,r5i1p1f1,4.48912E+14
kg/yr,1905,rh,CESM2,historical,r5i1p1f1,4.46549E+14
kg/yr,1906,rh,CESM2,historical,r5i1p1f1,4.44256E+14
kg/yr,1907,rh,CESM2,historical,r5i1p1f1,4.52425E+14
kg/yr,1908,rh,CESM2,historical,r5i1p1f1,4.47304E+14
kg/yr,1909,rh,CESM2,historical,r5i1p1f1,4.5056E+14
kg/yr,1910,rh,CESM2,historical,r5i1p1f1,4.42099E+14
kg/yr,1911,rh,CESM2,historical,r5i1p1f1,4.52541E+14
kg/yr,1912,rh,CESM2,historical,r5i1p1f1,4.43299E+14
kg/yr,1913,rh,CESM2,historical,r5i1p1f1,4.52883E+14
kg/yr,1914,rh,CESM2,historical,r5i1p1f1,4.43753E+14
kg/yr,1915,rh,CESM2,historical,r5i1p1f1,4.43828E+14
kg/yr,1916,rh,CESM2,historical,r5i1p1f1,4.46503E+14
kg/yr,1917,rh,CESM2,historical,r5i1p1f1,4.51571E+14
kg/yr,1918,rh,CESM2,historical,r5i1p1f1,4.43145E+14
kg/yr,1919,rh,CESM2,historical,r5i1p1f1,4.50482E+14
kg/yr,1920,rh,CESM2,historical,r5i1p1f1,4.50538E+14
kg/yr,1921,rh,CESM2,historical,r5i1p1f1,4.45394E+14
kg/yr,1922,rh,CESM2,historical,r5i1p1f1,4.46779E+14
