units,year,variable,model,experiment,ensemble,global_value
kg/yr,1860,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.41666E+14
kg/yr,1861,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.45474E+14
kg/yr,1862,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.40884E+14
kg/yr,1863,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.4449E+14
kg/yr,1864,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.38295E+14
kg/yr,1865,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.43116E+14
kg/yr,1866,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.46862E+14
kg/yr,1867,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.40714E+14
kg/yr,1868,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.45086E+14
kg/yr,1869,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.46343E+14
kg/yr,1870,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.4444E+14
kg/yr,1871,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.46175E+14
kg/yr,1872,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.46609E+14
kg/yr,1873,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.45555E+14
kg/yr,1874,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.37339E+14
kg/yr,1875,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.39703E+14
kg/yr,1876,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.45804E+14
kg/yr,1877,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.48592E+14
kg/yr,1878,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.46344E+14
kg/yr,1879,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.45743E+14
kg/yr,1880,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.47973E+14
kg/yr,1881,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.44708E+14
kg/yr,1882,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.48405E+14
kg/yr,1883,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.44549E+14
kg/yr,1884,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.37549E+14
kg/yr,1885,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.47765E+14
kg/yr,1886,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.49846E+14
kg/yr,1887,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.5017E+14
kg/yr,1888,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.47624E+14
kg/yr,1889,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.49928E+14
kg/yr,1890,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.49072E+14
kg/yr,1891,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.49305E+14
kg/yr,1892,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.44737E+14
kg/yr,1893,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.51755E+14
kg/yr,1894,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.46927E+14
kg/yr,1895,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.46785E+14
kg/yr,1896,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.59556E+14
kg/yr,1897,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.54268E+14
kg/yr,1898,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.53093E+14
kg/yr,1899,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.57024E+14
kg/yr,1900,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.53949E+14
kg/yr,1901,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.49322E+14
kg/yr,1902,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.49876E+14
kg/yr,1903,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.49711E+14
kg/yr,1904,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.52846E+14
kg/yr,1905,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.48412E+14
kg/yr,1906,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.51855E+14
kg/yr,1907,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.53157E+14
kg/yr,1908,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.53619E+14
kg/yr,1909,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.52924E+14
kg/yr,1910,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.54184E+14
kg/yr,1911,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.53573E+14
kg/yr,1912,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.56114E+14
kg/yr,1913,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.55425E+14
kg/yr,1914,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.59243E+14
kg/yr,1915,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.58479E+14
kg/yr,1916,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.58302E+14
kg/yr,1917,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.60207E+14
kg/yr,1918,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.60997E+14
kg/yr,1919,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.61739E+14
kg/yr,1920,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.56973E+14
kg/yr,1921,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.58579E+14
kg/yr,1922,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.59298E+14
kg/yr,1923,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.58097E+14
kg/yr,1924,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.61251E+14
kg/yr,1925,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.61321E+14
kg/yr,1926,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.62236E+14
kg/yr,1927,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.61406E+14
kg/yr,1928,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.54207E+14
kg/yr,1929,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.57297E+14
kg/yr,1930,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.59875E+14
kg/yr,1931,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.67776E+14
kg/yr,1932,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.58778E+14
kg/yr,1933,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.66114E+14
kg/yr,1934,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.68972E+14
kg/yr,1935,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.70768E+14
kg/yr,1936,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.65868E+14
kg/yr,1937,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.63118E+14
kg/yr,1938,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.62526E+14
kg/yr,1939,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.67203E+14
kg/yr,1940,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.70725E+14
kg/yr,1941,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.62098E+14
kg/yr,1942,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.70311E+14
kg/yr,1943,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.69034E+14
kg/yr,1944,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.74117E+14
kg/yr,1945,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.7091E+14
kg/yr,1946,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.72527E+14
kg/yr,1947,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.74804E+14
kg/yr,1948,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.71226E+14
kg/yr,1949,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.73024E+14
kg/yr,1950,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.66769E+14
kg/yr,1951,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.74282E+14
kg/yr,1952,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.7693E+14
kg/yr,1953,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.75509E+14
kg/yr,1954,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.76768E+14
kg/yr,1955,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.74899E+14
kg/yr,1956,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.74178E+14
kg/yr,1957,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.7171E+14
kg/yr,1958,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.73773E+14
kg/yr,1959,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.78379E+14
kg/yr,1960,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.74123E+14
kg/yr,1961,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.74814E+14
kg/yr,1962,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.80013E+14
kg/yr,1963,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.7597E+14
kg/yr,1964,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.78031E+14
kg/yr,1965,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.7609E+14
kg/yr,1966,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.74424E+14
kg/yr,1967,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.75475E+14
kg/yr,1968,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.84459E+14
kg/yr,1969,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.76683E+14
kg/yr,1970,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.83032E+14
kg/yr,1971,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.79952E+14
kg/yr,1972,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.85621E+14
kg/yr,1973,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.88763E+14
kg/yr,1974,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.93382E+14
kg/yr,1975,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.85809E+14
kg/yr,1976,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.84392E+14
kg/yr,1977,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.83311E+14
kg/yr,1978,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.91656E+14
kg/yr,1979,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.88428E+14
kg/yr,1980,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.89476E+14
kg/yr,1981,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.93586E+14
kg/yr,1982,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.92224E+14
kg/yr,1983,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.95894E+14
kg/yr,1984,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.99826E+14
kg/yr,1985,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.98575E+14
kg/yr,1986,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.00333E+14
kg/yr,1987,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.03275E+14
kg/yr,1988,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.99578E+14
kg/yr,1989,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.03703E+14
kg/yr,1990,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.04696E+14
kg/yr,1991,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.00936E+14
kg/yr,1992,rh,IPSL-CM6A-LR,historical,r28i1p1f1,4.99995E+14
kg/yr,1993,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.05266E+14
kg/yr,1994,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.05168E+14
kg/yr,1995,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.06689E+14
kg/yr,1996,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.04069E+14
kg/yr,1997,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.13099E+14
kg/yr,1998,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.16211E+14
kg/yr,1999,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.12041E+14
kg/yr,2000,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.18489E+14
kg/yr,2001,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.12254E+14
kg/yr,2002,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.16965E+14
kg/yr,2003,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.28612E+14
kg/yr,2004,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.20376E+14
kg/yr,2005,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.26705E+14
kg/yr,2006,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.24806E+14
kg/yr,2007,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.35032E+14
kg/yr,2008,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.29809E+14
kg/yr,2009,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.273E+14
kg/yr,2010,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.31304E+14
kg/yr,2011,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.29874E+14
kg/yr,2012,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.32606E+14
kg/yr,2013,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.41992E+14
kg/yr,2014,rh,IPSL-CM6A-LR,historical,r28i1p1f1,5.38576E+14
kg/yr,1850,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.47489E+14
kg/yr,1851,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.39866E+14
kg/yr,1852,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.43807E+14
kg/yr,1853,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.44897E+14
kg/yr,1854,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.38909E+14
kg/yr,1855,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.37386E+14
kg/yr,1856,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.41164E+14
kg/yr,1857,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.40844E+14
kg/yr,1858,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.41449E+14
kg/yr,1859,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.42679E+14
kg/yr,1860,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.39517E+14
kg/yr,1861,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.42431E+14
kg/yr,1862,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.41216E+14
kg/yr,1863,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.36353E+14
kg/yr,1864,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.4071E+14
kg/yr,1865,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.42117E+14
kg/yr,1866,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.41549E+14
kg/yr,1867,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.45905E+14
kg/yr,1868,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.41699E+14
kg/yr,1869,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.43284E+14
kg/yr,1870,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.43204E+14
kg/yr,1871,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.45174E+14
kg/yr,1872,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.43263E+14
kg/yr,1873,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.43847E+14
kg/yr,1874,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.4542E+14
kg/yr,1875,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.46104E+14
kg/yr,1876,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.50241E+14
kg/yr,1877,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.4864E+14
kg/yr,1878,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.44938E+14
kg/yr,1879,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.47736E+14
kg/yr,1880,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.43469E+14
kg/yr,1881,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.48114E+14
kg/yr,1882,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.54991E+14
kg/yr,1883,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.46334E+14
kg/yr,1884,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.36788E+14
kg/yr,1885,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.50129E+14
kg/yr,1886,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.43508E+14
kg/yr,1887,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.42437E+14
kg/yr,1888,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.50628E+14
kg/yr,1889,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.50495E+14
kg/yr,1890,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.46036E+14
kg/yr,1891,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.47147E+14
kg/yr,1892,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.4286E+14
kg/yr,1893,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.43458E+14
kg/yr,1894,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.53596E+14
kg/yr,1895,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.39508E+14
kg/yr,1896,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.4293E+14
kg/yr,1897,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.45105E+14
kg/yr,1898,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.46213E+14
kg/yr,1899,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.52703E+14
kg/yr,1900,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.52837E+14
kg/yr,1901,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.53167E+14
kg/yr,1902,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.50749E+14
kg/yr,1903,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.48025E+14
kg/yr,1904,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.5018E+14
kg/yr,1905,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.51151E+14
kg/yr,1906,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.5444E+14
kg/yr,1907,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.54871E+14
kg/yr,1908,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.537E+14
kg/yr,1909,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.50834E+14
kg/yr,1910,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.52574E+14
kg/yr,1911,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.58298E+14
kg/yr,1912,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.55576E+14
kg/yr,1913,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.5032E+14
kg/yr,1914,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.5368E+14
kg/yr,1915,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.56623E+14
kg/yr,1916,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.53518E+14
kg/yr,1917,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.6038E+14
kg/yr,1918,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.61144E+14
kg/yr,1919,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.59283E+14
kg/yr,1920,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.57204E+14
kg/yr,1921,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.62167E+14
kg/yr,1922,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.56367E+14
kg/yr,1923,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.60245E+14
kg/yr,1924,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.61862E+14
kg/yr,1925,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.65726E+14
kg/yr,1926,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.65402E+14
kg/yr,1927,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.62878E+14
kg/yr,1928,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.6645E+14
kg/yr,1929,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.60478E+14
kg/yr,1930,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.6772E+14
kg/yr,1931,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.71055E+14
kg/yr,1932,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.66746E+14
kg/yr,1933,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.70424E+14
kg/yr,1934,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.71237E+14
kg/yr,1935,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.67717E+14
kg/yr,1936,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.64441E+14
kg/yr,1937,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.66247E+14
kg/yr,1938,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.67951E+14
kg/yr,1939,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.69105E+14
kg/yr,1940,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.70846E+14
kg/yr,1941,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.69136E+14
kg/yr,1942,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.71433E+14
kg/yr,1943,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.74825E+14
kg/yr,1944,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.69514E+14
kg/yr,1945,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.73482E+14
kg/yr,1946,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.72436E+14
kg/yr,1947,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.79701E+14
kg/yr,1948,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.74648E+14
kg/yr,1949,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.73146E+14
kg/yr,1950,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.72706E+14
kg/yr,1951,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.74455E+14
kg/yr,1952,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.78454E+14
kg/yr,1953,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.74136E+14
kg/yr,1954,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.73028E+14
kg/yr,1955,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.79224E+14
kg/yr,1956,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.81985E+14
kg/yr,1957,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.77446E+14
kg/yr,1958,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.74418E+14
kg/yr,1959,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.82288E+14
kg/yr,1960,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.76494E+14
kg/yr,1961,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.70367E+14
kg/yr,1962,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.6782E+14
kg/yr,1963,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.72294E+14
kg/yr,1964,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.75314E+14
kg/yr,1965,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.75969E+14
kg/yr,1966,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.7397E+14
kg/yr,1967,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.83715E+14
kg/yr,1968,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.75237E+14
kg/yr,1969,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.7204E+14
kg/yr,1970,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.7806E+14
kg/yr,1971,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.78111E+14
kg/yr,1972,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.73895E+14
kg/yr,1973,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.80046E+14
kg/yr,1974,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.8451E+14
kg/yr,1975,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.77807E+14
kg/yr,1976,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.81868E+14
kg/yr,1977,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.79382E+14
kg/yr,1978,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.80075E+14
kg/yr,1979,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.79434E+14
kg/yr,1980,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.89214E+14
kg/yr,1981,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.92888E+14
kg/yr,1982,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.90225E+14
kg/yr,1983,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.9225E+14
kg/yr,1984,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.88709E+14
kg/yr,1985,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.84836E+14
kg/yr,1986,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.90924E+14
kg/yr,1987,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.99567E+14
kg/yr,1988,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.98308E+14
kg/yr,1989,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.97963E+14
kg/yr,1990,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.00576E+14
kg/yr,1991,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.99892E+14
kg/yr,1992,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.92872E+14
kg/yr,1993,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.95144E+14
kg/yr,1994,rh,IPSL-CM6A-LR,historical,r29i1p1f1,4.99568E+14
kg/yr,1995,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.04545E+14
kg/yr,1996,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.1498E+14
kg/yr,1997,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.14089E+14
kg/yr,1998,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.1336E+14
kg/yr,1999,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.13669E+14
kg/yr,2000,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.15425E+14
kg/yr,2001,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.208E+14
kg/yr,2002,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.19994E+14
kg/yr,2003,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.18127E+14
kg/yr,2004,rh,IPSL-CM6A-LR,historical,r29i1p1f1,5.23435E+14
